Tyre Condition,Make Year,Registration Number,Mileage,Price,Service Record,Insurance,Registration Certificate,Accessories,Car Age,Price per Mile,Company Name_Ford,Company Name_Honda,Company Name_Hyundai,Company Name_Kia,Company Name_Maruti Suzuki,Company Name_Nissan,Company Name_Renault,Company Name_Toyota,Company Name_Volkswagen,Car Name_Camry,Car Name_Cruze,Car Name_Elantra,Car Name_F-150,Car Name_Kwid,Car Name_Polo,Car Name_Seltos,Car Name_Sunny,Car Name_Swift,Variant_GT,Variant_Highline,Variant_LE,Variant_RXE,Variant_SE,Variant_SL,Variant_XL,Variant_ZXI,Fuel Type_Diesel,Fuel Type_Petrol,Transmission Type_Automatic (Tiptronic),Transmission Type_Manual,Body Color_Blue,Body Color_Gold,Body Color_Grey,Body Color_Maroon,Body Color_Red,Body Color_Silver,Body Color_White,Owner Type_Second,Owner Type_Third
Used,2019.0,17-800-8744,-1.3323661442143426,-0.08182288599285205,No Service Record,Valid Until [date],Not Available,"GPS, Music System, Alloy Wheels",0.18026190246642526,0.8553008738115934,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Used,2019.0,42-741-9188,1.5559328813393765,-1.28068486971423,Major Service at 59800 km,No Current Insurance,Not Available,GPS,0.18026190246642526,-0.7336527201932872,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
Needs Replacement,2023.0,28-446-8780,0.8108854541288605,0.4698937027987921,Full Service History,Valid Until [date],Available,"GPS, Sunroof, Leather Seats",-1.2021146501902096,-0.4476763715878122,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
New,2021.0,45-592-1452,-0.35594435102852956,-1.4420892002048087,No Service Record,Valid Until [date],Not Available,GPS,-0.5109263738618921,-0.588298690535483,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
New,2024.0,90-888-8513,0.2015762143820997,-0.0009042798173333925,No Service Record,Valid Until [date],Not Available,"Music System, Leather Seats, GPS",-1.5477087883543683,-0.4061046861391969,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
New,2015.0,32-452-6284,0.8747389448089449,-0.3523394182306155,Major Service at 145351 km,No Current Insurance,Not Available,"Leather Seats, GPS, Music System",1.56263845512306,-0.5701443174961016,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
Used,2018.0,50-450-3114,1.2972596174873146,0.29305713398286565,Major Service at 53758 km,Valid Until [date],Available,"GPS, Alloy Wheels, Leather Seats, Music System",0.525856040630584,-0.5349790168130804,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
Needs Replacement,2023.0,15-736-6291,1.0165815691989686,-0.3153323479800132,No Service Record,Valid Until [date],Available,"Leather Seats, Music System",-1.2021146501902096,-0.5805628467861841,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
New,2024.0,48-802-2877,-1.1958716548305188,0.8243633430538887,No Service Record,No Current Insurance,Available,Sunroof,-1.5477087883543683,1.0073480917901374,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
Needs Replacement,2021.0,69-400-9536,1.5955486962001169,1.3065417897814697,Full Service History,Valid Until [date],Available,"Alloy Wheels, Sunroof, Leather Seats",-0.5109263738618921,-0.4548035845953878,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Needs Replacement,2023.0,22-524-4326,0.12365910942645249,0.6770406594840269,Major Service at 66123 km,No Current Insurance,Not Available,"GPS, Alloy Wheels",-1.2021146501902096,-0.2603342938269403,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
Needs Replacement,2016.0,28-616-3227,0.6535566475660018,-0.5457510334835002,Major Service at 61612 km,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats, Music System",1.2170443169589014,-0.5717475537069822,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Used,2021.0,34-695-2718,-1.5128702024707346,0.5702010875042497,Full Service History,No Current Insurance,Available,Sunroof,-0.5109263738618921,2.352483729348112,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
Used,2019.0,76-898-8379,0.5604774898318349,0.5275622242490815,Major Service at 134775 km,No Current Insurance,Not Available,"Sunroof, GPS",0.18026190246642526,-0.3943462388308271,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Needs Replacement,2023.0,38-692-4878,1.2557530478264025,1.0271252064926784,Full Service History,Valid Until [date],Available,Sunroof,-1.2021146501902096,-0.4421942881472067,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
Needs Replacement,2021.0,88-130-7981,0.7192288642919656,0.06837846194905917,No Service Record,No Current Insurance,Available,"Alloy Wheels, Sunroof, Leather Seats",-0.5109263738618921,-0.4905805308254324,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
New,2024.0,10-424-6062,0.129439416958406,-0.44533975713153257,Full Service History,No Current Insurance,Not Available,Sunroof,-1.5477087883543683,-0.47231415938523863,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
Needs Replacement,2022.0,68-112-2099,-0.8176126516647401,-1.2783386500305445,Major Service at 94120 km,Valid Until [date],Available,"Music System, Sunroof",-0.8565205120260508,-0.4036807447959432,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
Used,2023.0,19-760-5086,-0.06795538417951973,1.6614572983528386,No Service Record,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, Music System, GPS",-1.2021146501902096,0.009519193435538297,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
New,2015.0,38-818-5314,-0.6307160414649106,0.7866203736405069,Full Service History,No Current Insurance,Available,"GPS, Music System, Sunroof, Leather Seats",1.56263845512306,0.1459267705619931,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
New,2024.0,25-829-3030,0.3325965184397121,-1.1448292266279154,Major Service at 142982 km,Valid Until [date],Available,"Leather Seats, Sunroof, GPS, Alloy Wheels",-1.5477087883543683,-0.6288162127004103,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
New,2016.0,18-273-3453,1.1166475160994844,0.2850444907457777,Full Service History,Valid Until [date],Not Available,Music System,1.2170443169589014,-0.5151232475788081,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
New,2020.0,72-252-4703,-1.123950943669702,0.30503064624314946,No Service Record,Valid Until [date],Not Available,GPS,-0.16533223569773342,0.5721480773206266,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Used,2022.0,71-120-1874,1.4038981882169985,-0.7369030054247913,Major Service at 115884 km,Valid Until [date],Available,"Leather Seats, Alloy Wheels",-0.8565205120260508,-0.6644059308753655,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
New,2022.0,54-680-8253,-0.7884950277420958,-1.2561621123192526,Full Service History,Valid Until [date],Available,"Leather Seats, GPS, Music System, Sunroof",-0.8565205120260508,-0.4087354104013418,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Needs Replacement,2022.0,15-619-6247,-0.39989989833537837,1.351894822301713,No Service Record,Valid Until [date],Not Available,"GPS, Alloy Wheels, Music System",-0.8565205120260508,0.12991983788357492,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
New,2019.0,33-198-5114,-0.24635260137286308,0.6169393419779604,Major Service at 139767 km,Valid Until [date],Available,"Alloy Wheels, Sunroof, Leather Seats",0.18026190246642526,-0.13396429405637023,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Used,2021.0,23-185-3931,0.39500943403395133,1.502329926448272,Major Service at 122263 km,No Current Insurance,Not Available,"GPS, Alloy Wheels, Leather Seats, Sunroof",-0.5109263738618921,-0.19768298306531906,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
New,2022.0,50-585-6836,-0.30890957447568684,0.7660022106268656,Major Service at 121228 km,Valid Until [date],Available,"Music System, GPS",-0.8565205120260508,-0.06863845656431339,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False
Used,2020.0,57-759-9715,0.5601353532489467,-0.9537205428726703,Major Service at 126951 km,No Current Insurance,Available,"Music System, Alloy Wheels, Leather Seats",-0.16533223569773342,-0.6228610895426123,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
Used,2020.0,87-391-8546,0.9561674515363395,-0.9285614491428188,No Service Record,Valid Until [date],Available,"Leather Seats, Sunroof, Music System, Alloy Wheels",-0.16533223569773342,-0.6556065424839266,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False
Used,2022.0,36-283-5182,1.0281421842628755,-1.2983551072581483,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, Music System",-0.8565205120260508,-0.7090968269700839,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False
Needs Replacement,2021.0,95-342-5147,-1.5909133577463932,1.122155761319146,Major Service at 76890 km,No Current Insurance,Not Available,GPS,-0.5109263738618921,3.910199905236119,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
Used,2017.0,79-325-1687,-0.7172225753699092,-0.4949739912517111,Full Service History,Valid Until [date],Available,"GPS, Sunroof, Music System",0.8714501787947426,-0.19181733202074594,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
Used,2023.0,57-294-1710,0.969582807023272,0.3754908266699893,Major Service at 66387 km,No Current Insurance,Not Available,"Leather Seats, Music System, Alloy Wheels",-1.2021146501902096,-0.4842818783272012,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Used,2016.0,25-489-3993,-1.32030132787039,-0.029907364468056925,Major Service at 118077 km,No Current Insurance,Not Available,Alloy Wheels,1.2170443169589014,0.8529063453079059,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
Used,2018.0,19-478-7164,-0.01938999659796657,-1.2565560348122697,Major Service at 122819 km,No Current Insurance,Available,"GPS, Leather Seats, Alloy Wheels, Sunroof",0.525856040630584,-0.603700872720305,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Needs Replacement,2016.0,27-440-2257,-1.5738965645448477,-0.40959670191346925,Major Service at 57666 km,No Current Insurance,Not Available,"Alloy Wheels, Sunroof",1.2170443169589014,1.8008633997767554,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
New,2016.0,14-791-8285,-0.6327868681508129,-0.9929266529744021,No Service Record,Valid Until [date],Available,"GPS, Music System, Sunroof",1.2170443169589014,-0.38822646194583077,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
Used,2021.0,10-218-8179,1.6211369111624405,0.5667640055322087,No Service Record,Valid Until [date],Not Available,"Sunroof, GPS, Music System",-0.5109263738618921,-0.537548896652476,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Used,2016.0,47-132-1340,0.08796886167463998,-0.8896800004364309,No Service Record,No Current Insurance,Available,"Music System, GPS",1.2170443169589014,-0.5486753160764668,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
Needs Replacement,2016.0,31-606-6107,1.1178359905453066,0.7147360118927584,Full Service History,Valid Until [date],Not Available,"Music System, Leather Seats, Sunroof, Alloy Wheels",1.2170443169589014,-0.4612685650189887,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
Used,2021.0,69-844-9628,0.9830881984530699,-0.35107107437947194,Major Service at 121315 km,Valid Until [date],Not Available,Sunroof,-0.5109263738618921,-0.5817480595413248,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
New,2022.0,30-370-7975,1.4074816187430383,-1.6110343327045755,No Service Record,Valid Until [date],Not Available,"GPS, Alloy Wheels, Sunroof, Music System",-0.8565205120260508,-0.7648366752414526,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
New,2017.0,91-894-6650,1.4989221223170563,1.309286260776777,No Service Record,No Current Insurance,Available,Music System,0.8714501787947426,-0.4423079026708087,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
New,2018.0,84-179-6636,1.0219837257708877,0.5509854617184942,Major Service at 146053 km,Valid Until [date],Not Available,"Music System, Leather Seats, Sunroof",0.525856040630584,-0.4686638332357763,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Needs Replacement,2020.0,24-629-8173,0.07116815473597143,0.842098512876876,Full Service History,Valid Until [date],Available,"Music System, Leather Seats",-0.16533223569773342,-0.21183828856342446,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
Needs Replacement,2016.0,46-999-2996,-1.173326654737043,-1.0949266057542526,No Service Record,No Current Insurance,Available,Sunroof,1.2170443169589014,-0.06816190212049121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Used,2020.0,15-161-2085,0.2117682831144538,1.5137017329225184,No Service Record,No Current Insurance,Available,"Sunroof, GPS",-0.16533223569773342,-0.13589052113741357,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
Used,2024.0,64-889-8472,-0.7432069484808402,-0.15534354117313393,No Service Record,Valid Until [date],Not Available,"GPS, Sunroof, Music System",-1.5477087883543683,-0.06399334719767864,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
Needs Replacement,2021.0,71-527-1974,0.9344147677400784,-0.6928789202161556,No Service Record,Valid Until [date],Available,"Leather Seats, Sunroof, GPS, Alloy Wheels",-0.5109263738618921,-0.6223174708373186,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Needs Replacement,2023.0,45-119-3159,-0.2211065229934276,1.3770149566641234,Major Service at 109542 km,Valid Until [date],Available,Leather Seats,-1.2021146501902096,0.027002615065032043,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True
New,2018.0,25-406-2666,-1.1429485276142843,-0.015687195351993224,No Service Record,No Current Insurance,Available,"Music System, Leather Seats, GPS",0.525856040630584,0.44647514090474605,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
New,2024.0,88-613-2530,-0.040242320965574487,-1.2474308851938034,No Service Record,No Current Insurance,Available,"Sunroof, GPS, Music System",-1.5477087883543683,-0.5986930957889969,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Used,2015.0,14-296-4004,-1.3748270948696273,-0.31070916971031576,No Service Record,Valid Until [date],Available,"Music System, GPS",1.56263845512306,0.8305680096006742,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
Needs Replacement,2017.0,65-648-1745,0.5482866231678707,-1.5294317731895324,Full Service History,No Current Insurance,Available,"Alloy Wheels, GPS",0.8714501787947426,-0.7108732977835037,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
New,2022.0,64-781-8345,-0.5181350985061155,-0.44591981882454707,Major Service at 112009 km,Valid Until [date],Not Available,"Sunroof, Music System, Alloy Wheels, Leather Seats",-0.8565205120260508,-0.27866907418136905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
New,2018.0,26-682-1169,1.1797987264252192,0.41634188784146364,Full Service History,No Current Insurance,Not Available,"Leather Seats, Music System, Sunroof",0.525856040630584,-0.506509863801974,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
Used,2019.0,31-838-4608,0.5215099337597248,-0.585719015659639,Major Service at 60291 km,Valid Until [date],Not Available,Sunroof,0.18026190246642526,-0.5610075662308649,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
Needs Replacement,2016.0,91-665-5701,0.9611914571482243,0.2624393999926317,Full Service History,Valid Until [date],Available,"Alloy Wheels, Music System, Sunroof, Leather Seats",1.2170443169589014,-0.498099002720816,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True
New,2024.0,82-868-9149,-0.17108255313745627,1.2402069734848,Full Service History,No Current Insurance,Available,Sunroof,-1.5477087883543683,-0.02960778946393834,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
New,2023.0,50-564-8038,-0.6892033899502219,0.0005458744152027842,No Service Record,Valid Until [date],Not Available,GPS,-1.2021146501902096,-0.05172519758850115,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
Used,2024.0,19-269-8738,-0.5732010811625446,-0.24433106522760015,No Service Record,No Current Insurance,Available,Leather Seats,-1.5477087883543683,-0.19543217296988738,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Used,2015.0,71-693-8273,0.10770474035071795,-1.1749101871111807,No Service Record,Valid Until [date],Not Available,GPS,1.56263845512306,-0.6059724447769823,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
Used,2020.0,30-186-9213,-1.3091548781436635,1.2081304276248206,No Service Record,No Current Insurance,Available,"GPS, Alloy Wheels, Leather Seats, Music System",-0.16533223569773342,1.6287624063760897,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Needs Replacement,2020.0,11-486-1556,0.5270921622173745,-0.34824435583067753,Major Service at 85057 km,Valid Until [date],Not Available,Sunroof,-0.16533223569773342,-0.5246023202840723,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
Used,2019.0,19-838-1323,0.7206514321892377,1.6303590654974958,Major Service at 87725 km,Valid Until [date],Available,"GPS, Leather Seats, Alloy Wheels, Music System",0.18026190246642526,-0.26459674485486334,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
New,2016.0,52-984-1867,-0.2287235637598336,-0.012618062961342031,Full Service History,No Current Insurance,Available,Sunroof,1.2170443169589014,-0.2852884946888553,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Used,2022.0,67-662-6587,-0.5380690562564971,1.1625566253557436,No Service Record,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels",-0.8565205120260508,0.18057053801419856,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True
Used,2016.0,46-870-4540,-1.372540181920848,0.11957972840409767,Full Service History,Valid Until [date],Not Available,Sunroof,1.2170443169589014,1.138915552790541,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True
Used,2023.0,19-665-6731,-0.855121625462432,1.3983560323847304,Major Service at 98185 km,Valid Until [date],Available,Leather Seats,-1.2021146501902096,0.5934099949315077,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
Needs Replacement,2016.0,56-680-1261,-0.5477209093316593,1.2036544291876792,Full Service History,No Current Insurance,Available,"Leather Seats, GPS, Sunroof",1.2170443169589014,0.19981804487807153,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
Used,2018.0,42-938-8684,1.6873493435455964,-1.3656162907361995,No Service Record,No Current Insurance,Available,Leather Seats,0.525856040630584,-0.7480767518258464,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
Needs Replacement,2018.0,91-710-9353,1.598411839183234,-0.041694737528343524,No Service Record,No Current Insurance,Available,"Alloy Wheels, Sunroof, Leather Seats, GPS",0.525856040630584,-0.601225109443778,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
Used,2016.0,39-713-7508,-0.35715083266292486,0.303238515340851,Full Service History,No Current Insurance,Available,"Alloy Wheels, Leather Seats",1.2170443169589014,-0.15722453453310953,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
New,2018.0,50-108-5602,-0.9714300564558512,1.4810234812765015,Full Service History,No Current Insurance,Available,"Leather Seats, Alloy Wheels",0.525856040630584,0.8149784505967899,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
Used,2016.0,93-433-5839,-0.5695816362593589,-1.5453185374683616,Major Service at 65977 km,No Current Insurance,Available,"GPS, Leather Seats, Sunroof",1.2170443169589014,-0.570268812912342,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Used,2015.0,33-247-8828,-0.010350387934288528,-0.9136226961383939,No Service Record,No Current Insurance,Available,"Leather Seats, Sunroof, GPS",1.56263845512306,-0.5360324665287872,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Used,2022.0,17-718-3101,-0.24046425070947122,1.343185239269287,Major Service at 89079 km,Valid Until [date],Not Available,Alloy Wheels,-0.8565205120260508,0.029930879079263575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
New,2015.0,97-734-9741,-0.6784711055606758,0.6037624181456018,Major Service at 59006 km,Valid Until [date],Not Available,Leather Seats,1.56263845512306,0.12940680628560408,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
Used,2020.0,96-701-1994,1.0057952632437035,0.08156404341862691,Full Service History,Valid Until [date],Not Available,"GPS, Alloy Wheels, Leather Seats, Sunroof",-0.16533223569773342,-0.5276287443341945,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
