Company Name,Car Name,Variant,Fuel Type,Tyre Condition,Make Year,Owner Type,Registration Number,Mileage,Price,Transmission Type,Body Color,Service Record,Insurance,Registration Certificate,Accessories
Maruti Suzuki,Polo,XL,Diesel,Needs Replacement,2020.0,Second,35-520-8083,59733.0,375009.0,Automatic (Tiptronic),White,Major Service at 65563 km,No Current Insurance,Not Available,"Sunroof, Leather Seats, GPS"
Nissan,F-150,EX,Petrol,New,2019.0,Second,67-732-4463,91454.0,464620.0,Manual,Blue,No Service Record,No Current Insurance,Available,"Music System, Alloy Wheels, Sunroof"
Maruti Suzuki,Elantra,LE,Petrol,Needs Replacement,2024.0,Third,62-216-2769,114705.0,404184.0,Manual,Grey,Major Service at 95510 km,Valid Until [date],Available,Alloy Wheels
Toyota,Seltos,SE,CNG,Used,2023.0,Third,35-328-3270,95158.0,506732.0,Manual,Black,No Service Record,Valid Until [date],Available,"Music System, Alloy Wheels, GPS, Leather Seats"
Toyota,Camry,SL,Diesel,Used,2022.0,Third,18-245-9229,82895.0,251641.0,Automatic (Tiptronic),Grey,Major Service at 68067 km,No Current Insurance,Not Available,"Music System, Alloy Wheels, Leather Seats, Sunroof"
Chevrolet,Camry,RXE,Diesel,Used,2020.0,Second,22-907-1592,191809.0,602189.0,Manual,Blue,No Service Record,Valid Until [date],Available,Music System
Volkswagen,Swift,ZXI,CNG,Used,2022.0,Second,98-504-4257,78732.0,458094.0,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Available,Music System
Maruti Suzuki,Kwid,LE,Petrol,Needs Replacement,2015.0,First,51-536-1200,32021.0,655561.0,Manual,Silver,Full Service History,No Current Insurance,Available,"Music System, Leather Seats, GPS"
Chevrolet,Seltos,ZXI,Petrol,Needs Replacement,2021.0,First,74-822-1434,23357.0,870256.0,Manual,Silver,Full Service History,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels"
Toyota,Accord,LE,CNG,Used,2018.0,Third,71-285-4472,96504.0,203487.0,Automatic,Gold,Full Service History,Valid Until [date],Not Available,"Leather Seats, GPS, Sunroof, Alloy Wheels"
Toyota,F-150,XL,Petrol,Used,2024.0,Third,52-320-8122,193761.0,898015.0,Automatic (Tiptronic),White,No Service Record,No Current Insurance,Available,Alloy Wheels
Honda,Swift,Highline,CNG,Needs Replacement,2021.0,Third,95-901-9605,22860.0,379563.0,Manual,Grey,Major Service at 80606 km,Valid Until [date],Available,"Music System, Sunroof, Leather Seats"
Volkswagen,F-150,EX,Diesel,New,2017.0,Second,66-886-2772,37438.0,278241.0,Manual,Maroon,Full Service History,Valid Until [date],Not Available,"Music System, Alloy Wheels, Leather Seats, GPS"
Volkswagen,F-150,LE,Petrol,Needs Replacement,2020.0,First,55-417-5162,85149.0,888841.0,Manual,White,No Service Record,No Current Insurance,Available,"Music System, Leather Seats, GPS, Alloy Wheels"
Volkswagen,Sunny,XL,Petrol,Used,2022.0,First,91-501-3039,81194.0,373967.0,Automatic,Silver,Major Service at 140274 km,Valid Until [date],Not Available,"Sunroof, Alloy Wheels"
Honda,Polo,SL,Diesel,Needs Replacement,2016.0,Second,75-456-2669,169843.0,382888.0,Automatic (Tiptronic),Black,Major Service at 84073 km,No Current Insurance,Not Available,GPS
Ford,Elantra,XL,Petrol,Used,2022.0,Second,39-663-4700,104600.0,383734.0,Manual,Maroon,No Service Record,No Current Insurance,Available,Sunroof
Maruti Suzuki,Sunny,SE,Diesel,Used,2021.0,Third,38-173-6332,90628.0,718577.0,Manual,Blue,No Service Record,Valid Until [date],Available,Sunroof
Chevrolet,Camry,SE,Petrol,Used,2022.0,First,73-280-2644,88111.0,467684.0,Manual,Blue,Major Service at 68873 km,No Current Insurance,Not Available,"Sunroof, Alloy Wheels, Music System"
Kia,Accord,SE,Petrol,Used,2023.0,First,99-832-6513,126651.0,726292.0,Manual,Black,Major Service at 130323 km,Valid Until [date],Available,Sunroof
Nissan,Kwid,ZXI,Petrol,New,2022.0,Second,78-452-5667,124486.0,886846.0,Automatic,Blue,Full Service History,No Current Insurance,Not Available,Sunroof
Ford,Kwid,EX,Diesel,Used,2023.0,Second,17-798-3745,102316.0,423572.0,Manual,Gold,No Service Record,Valid Until [date],Not Available,"Music System, Alloy Wheels, Sunroof"
Honda,Sunny,ZXI,Petrol,Needs Replacement,2020.0,Second,84-762-6972,192655.0,935779.0,Automatic,Blue,Major Service at 78900 km,Valid Until [date],Available,Sunroof
Chevrolet,Camry,Highline,CNG,New,2020.0,Third,34-510-7997,125659.0,657819.0,Automatic,Grey,No Service Record,Valid Until [date],Not Available,"Leather Seats, GPS, Alloy Wheels, Music System"
Chevrolet,F-150,SE,Diesel,Used,2023.0,First,44-574-9860,70817.0,958612.0,Automatic,Blue,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, Sunroof"
Ford,Swift,Highline,Diesel,Used,2023.0,First,51-245-2028,135475.0,483969.0,Manual,White,No Service Record,No Current Insurance,Not Available,Sunroof
Toyota,Sunny,RXE,Diesel,Needs Replacement,2018.0,Second,61-485-3725,44373.0,585391.0,Manual,Maroon,Major Service at 114002 km,No Current Insurance,Not Available,"Sunroof, Leather Seats, GPS, Alloy Wheels"
Renault,Accord,ZXI,Petrol,Used,2015.0,Second,20-619-2791,155293.0,972795.0,Manual,Black,No Service Record,No Current Insurance,Not Available,Sunroof
Chevrolet,Seltos,GT,CNG,New,2017.0,Second,82-788-5047,154418.0,226950.0,Manual,Silver,Full Service History,Valid Until [date],Available,"Alloy Wheels, GPS"
Nissan,Kwid,GT,Petrol,Used,2023.0,Third,13-448-5389,88545.0,614861.0,Manual,Red,Full Service History,No Current Insurance,Available,"Alloy Wheels, Leather Seats"
Chevrolet,Cruze,Highline,Diesel,Needs Replacement,2021.0,Third,41-327-3760,32352.0,854121.0,Automatic (Tiptronic),Black,Major Service at 148141 km,No Current Insurance,Not Available,Sunroof
Maruti Suzuki,Seltos,GT,Petrol,Needs Replacement,2022.0,Third,72-400-1264,68084.0,754589.0,Manual,Red,Full Service History,Valid Until [date],Not Available,"Music System, Alloy Wheels, Sunroof, GPS"
Volkswagen,Elantra,SE,CNG,Used,2016.0,Third,45-447-1767,70443.0,794023.0,Automatic (Tiptronic),Gold,No Service Record,Valid Until [date],Not Available,Leather Seats
Kia,Swift,LE,CNG,Used,2015.0,First,81-787-9757,16601.0,584604.0,Automatic,Silver,No Service Record,Valid Until [date],Available,"Leather Seats, Alloy Wheels"
Ford,F-150,RXE,CNG,Used,2021.0,Third,96-864-9461,11744.0,681907.0,Automatic,Black,No Service Record,No Current Insurance,Available,Sunroof
Kia,Kwid,ZXI,CNG,New,2022.0,Second,46-417-7564,81601.0,251856.0,Automatic,Gold,Full Service History,Valid Until [date],Not Available,"Leather Seats, GPS"
Kia,Accord,SL,CNG,New,2023.0,First,68-137-7044,146063.0,239803.0,Automatic (Tiptronic),White,Full Service History,No Current Insurance,Available,"GPS, Leather Seats, Sunroof"
Hyundai,Cruze,Highline,CNG,Needs Replacement,2023.0,First,43-815-5827,65098.0,311561.0,Manual,Maroon,No Service Record,Valid Until [date],Not Available,Sunroof
Ford,Cruze,RXE,CNG,New,2019.0,Third,82-745-3747,83639.0,756405.0,Manual,White,No Service Record,Valid Until [date],Available,"GPS, Leather Seats, Music System"
Nissan,Kwid,SE,CNG,New,2024.0,Third,33-791-9100,97400.0,396822.0,Manual,Black,No Service Record,Valid Until [date],Available,"GPS, Leather Seats, Sunroof"
Toyota,Camry,LE,Petrol,New,2022.0,Third,86-840-1323,92026.0,850519.0,Automatic (Tiptronic),Gold,Major Service at 91779 km,Valid Until [date],Not Available,Sunroof
Ford,Polo,LE,Diesel,Used,2018.0,First,57-462-7581,15185.0,315996.0,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Not Available,GPS
Kia,Kwid,SL,Diesel,New,2023.0,Second,56-926-2127,37823.0,400977.0,Automatic (Tiptronic),Black,Major Service at 123016 km,Valid Until [date],Not Available,"Music System, Leather Seats"
Toyota,Elantra,LE,Diesel,Needs Replacement,2017.0,Third,50-730-8680,187030.0,914993.0,Automatic,Gold,Major Service at 79014 km,No Current Insurance,Available,Alloy Wheels
Chevrolet,Accord,EX,Diesel,New,2021.0,First,68-937-9295,127654.0,728001.0,Manual,White,No Service Record,No Current Insurance,Not Available,Sunroof
Ford,F-150,EX,Petrol,New,2017.0,Second,40-899-4886,76933.0,580539.0,Automatic,White,Major Service at 124583 km,No Current Insurance,Not Available,Sunroof
Hyundai,F-150,XL,Petrol,Used,2022.0,Third,47-641-9649,78172.0,330507.0,Automatic (Tiptronic),Blue,Major Service at 88680 km,No Current Insurance,Available,GPS
Nissan,Swift,XL,Petrol,Used,2023.0,Second,32-777-6530,85414.0,844744.0,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Not Available,Sunroof
Honda,Elantra,XL,Diesel,New,2024.0,Third,15-228-9895,150138.0,279190.0,Manual,Maroon,No Service Record,Valid Until [date],Available,"Leather Seats, Sunroof, Music System, GPS"
Chevrolet,Seltos,SE,CNG,New,2024.0,Third,57-351-1654,55274.0,625971.0,Automatic,Blue,No Service Record,Valid Until [date],Not Available,Sunroof
Chevrolet,Elantra,ZXI,CNG,Needs Replacement,2018.0,First,14-113-1331,152802.0,690750.0,Automatic,Maroon,No Service Record,Valid Until [date],Not Available,"Music System, GPS"
Kia,Camry,ZXI,Diesel,Used,2021.0,First,70-784-3609,26445.0,794624.0,Manual,Maroon,Major Service at 89565 km,No Current Insurance,Not Available,"Sunroof, Music System, Alloy Wheels, Leather Seats"
Kia,Camry,RXE,Petrol,New,2024.0,Second,19-459-3412,189476.0,587512.0,Manual,Black,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, Leather Seats, Sunroof, Music System"
Renault,Polo,RXE,CNG,Needs Replacement,2021.0,Second,68-660-2835,91895.0,629692.0,Automatic (Tiptronic),Silver,Full Service History,Valid Until [date],Not Available,Sunroof
Maruti Suzuki,Kwid,EX,CNG,Needs Replacement,2024.0,Third,16-729-7201,76210.0,694519.0,Automatic,Maroon,Full Service History,No Current Insurance,Available,"Alloy Wheels, Leather Seats, Music System, Sunroof"
Nissan,Camry,LE,Petrol,Used,2023.0,Second,62-146-1080,138225.0,995241.0,Automatic,Grey,Full Service History,No Current Insurance,Available,Sunroof
Toyota,Sunny,ZXI,Diesel,New,2022.0,First,56-663-8472,168786.0,220581.0,Manual,Gold,Major Service at 106072 km,No Current Insurance,Available,"GPS, Alloy Wheels"
Volkswagen,Seltos,SE,Diesel,Used,2022.0,Third,46-173-2860,196646.0,367632.0,Manual,Red,Major Service at 126196 km,No Current Insurance,Available,Sunroof
Maruti Suzuki,Cruze,LE,Diesel,Needs Replacement,2017.0,Third,85-449-9405,151175.0,206498.0,Automatic,Red,No Service Record,Valid Until [date],Available,"Leather Seats, Music System, GPS"
Honda,Cruze,GT,CNG,New,2021.0,Third,84-917-4118,38780.0,826813.0,Manual,Blue,Major Service at 96022 km,Valid Until [date],Not Available,Sunroof
Renault,Elantra,EX,Petrol,New,2020.0,First,38-916-7321,157130.0,450800.0,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Not Available,"GPS, Music System, Sunroof, Alloy Wheels"
Maruti Suzuki,Swift,LE,Diesel,Needs Replacement,2018.0,Second,53-373-2143,116578.0,801640.0,Automatic,Maroon,No Service Record,No Current Insurance,Not Available,"Leather Seats, GPS, Alloy Wheels"
Nissan,Swift,Highline,CNG,Used,2016.0,Second,33-167-8969,113517.0,860572.0,Manual,Gold,Major Service at 50142 km,Valid Until [date],Not Available,"GPS, Leather Seats, Alloy Wheels, Sunroof"
Renault,Elantra,GT,Petrol,Needs Replacement,2016.0,Second,95-151-4737,10785.0,303799.0,Manual,Blue,Full Service History,No Current Insurance,Available,Music System
Chevrolet,Polo,XL,Diesel,Used,2017.0,Third,18-934-5199,69986.0,933273.0,Automatic (Tiptronic),White,Full Service History,Valid Until [date],Available,Sunroof
Kia,Swift,SL,Diesel,Needs Replacement,2015.0,Third,18-907-3119,34225.0,606524.0,Automatic,Maroon,No Service Record,Valid Until [date],Available,"GPS, Sunroof, Music System, Leather Seats"
Volkswagen,Swift,GT,Diesel,New,2022.0,Second,74-276-4554,141920.0,901265.0,Automatic,Blue,No Service Record,Valid Until [date],Available,"Leather Seats, Sunroof, Alloy Wheels, GPS"
Renault,Accord,ZXI,Petrol,Used,2021.0,First,78-464-2010,78807.0,246594.0,Automatic,Grey,Full Service History,No Current Insurance,Available,"Music System, Leather Seats, Sunroof, GPS"
Volkswagen,Sunny,Highline,Diesel,New,2015.0,First,99-711-6529,101860.0,408458.0,Automatic,White,No Service Record,Valid Until [date],Not Available,Music System
Volkswagen,Accord,SE,CNG,Needs Replacement,2017.0,Third,35-677-3573,12545.0,983845.0,Automatic (Tiptronic),Grey,Full Service History,Valid Until [date],Available,"Music System, Alloy Wheels, GPS, Leather Seats"
Hyundai,Cruze,ZXI,Petrol,Needs Replacement,2017.0,Third,82-598-1510,198051.0,633866.0,Manual,Silver,Full Service History,Valid Until [date],Not Available,"Sunroof, Alloy Wheels, Music System, GPS"
Renault,Seltos,LE,CNG,Needs Replacement,2018.0,Second,18-789-1211,55115.0,343654.0,Automatic,Maroon,Major Service at 55385 km,No Current Insurance,Available,Sunroof
Chevrolet,F-150,Highline,Petrol,Needs Replacement,2022.0,Second,10-821-6904,192540.0,459659.0,Manual,Maroon,No Service Record,No Current Insurance,Not Available,"Leather Seats, Sunroof, Music System, GPS"
Hyundai,F-150,SL,Diesel,Needs Replacement,2024.0,First,54-801-5961,36624.0,962786.0,Automatic,Red,No Service Record,Valid Until [date],Available,"Alloy Wheels, Sunroof, Music System, GPS"
Maruti Suzuki,Sunny,LE,Petrol,New,2015.0,First,45-979-6683,140332.0,666883.0,Manual,Maroon,Major Service at 52593 km,No Current Insurance,Available,Alloy Wheels
Ford,Elantra,Highline,Petrol,New,2015.0,Second,59-364-8050,172174.0,279776.0,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Available,Sunroof
Toyota,Cruze,LE,Diesel,New,2019.0,Second,76-824-1398,156732.0,837976.0,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Not Available,"Music System, Sunroof, Alloy Wheels, GPS"
Kia,Polo,ZXI,Diesel,New,2020.0,Third,21-300-7486,166853.0,524492.0,Manual,Black,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, Music System"
Maruti Suzuki,Cruze,ZXI,Diesel,Used,2022.0,Third,76-621-8489,51313.0,322778.0,Automatic,Black,Full Service History,No Current Insurance,Not Available,"Sunroof, Alloy Wheels, Music System"
Chevrolet,Accord,ZXI,Petrol,New,2023.0,Second,77-271-6321,56247.0,204719.0,Manual,Silver,No Service Record,No Current Insurance,Available,Sunroof
Volkswagen,Elantra,Highline,Petrol,Used,2017.0,Second,75-208-7013,32500.0,361111.0,Automatic,Blue,Major Service at 125285 km,Valid Until [date],Available,"GPS, Alloy Wheels, Leather Seats, Music System"
Maruti Suzuki,Polo,LE,Petrol,Used,2015.0,Third,84-798-5827,173745.0,668944.0,Automatic (Tiptronic),Maroon,No Service Record,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, Sunroof"
Honda,Cruze,RXE,Petrol,Needs Replacement,2015.0,First,93-456-6526,12621.0,805544.0,Automatic,Maroon,Major Service at 91454 km,No Current Insurance,Available,Sunroof
Volkswagen,Cruze,SL,Diesel,Needs Replacement,2023.0,Second,22-288-2727,81422.0,650165.0,Automatic (Tiptronic),Silver,Full Service History,Valid Until [date],Available,"Sunroof, GPS"
Nissan,Polo,RXE,Diesel,New,2016.0,Third,63-998-9017,110779.0,758264.0,Manual,Blue,No Service Record,No Current Insurance,Available,"Leather Seats, Alloy Wheels, Sunroof"
Renault,Kwid,LE,Petrol,Used,2020.0,Third,29-958-8936,27960.0,904836.0,Automatic,Black,Full Service History,No Current Insurance,Not Available,Leather Seats
Hyundai,Kwid,RXE,CNG,New,2020.0,Second,45-283-7714,19007.0,633365.0,Manual,Silver,Full Service History,No Current Insurance,Not Available,"GPS, Leather Seats, Alloy Wheels, Music System"
Ford,Swift,SE,CNG,Used,2022.0,First,58-258-1868,162724.0,821228.0,Manual,Blue,Full Service History,Valid Until [date],Available,Music System
Honda,Sunny,ZXI,Diesel,New,2016.0,Third,99-165-3176,139584.0,702351.0,Manual,Grey,Full Service History,No Current Insurance,Available,"Alloy Wheels, Music System, GPS, Leather Seats"
Kia,Accord,RXE,CNG,New,2024.0,Third,27-183-6676,139052.0,694648.0,Automatic,Red,No Service Record,Valid Until [date],Not Available,Sunroof
Kia,Swift,LE,CNG,Used,2015.0,Third,54-899-7893,33693.0,468182.0,Manual,White,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, Sunroof"
Honda,Elantra,SE,CNG,Used,2022.0,Third,44-732-4073,37121.0,909967.0,Automatic,Blue,Major Service at 100732 km,No Current Insurance,Available,"Music System, Sunroof"
Toyota,Sunny,SL,Diesel,New,2024.0,Third,93-396-7116,142207.0,857319.0,Automatic,Silver,Full Service History,No Current Insurance,Available,"Leather Seats, GPS, Alloy Wheels"
Kia,Accord,SL,CNG,Needs Replacement,2022.0,Second,88-509-1129,131607.0,349719.0,Automatic (Tiptronic),Gold,Full Service History,No Current Insurance,Not Available,"Music System, GPS, Alloy Wheels, Leather Seats"
Maruti Suzuki,Elantra,RXE,Petrol,Used,2021.0,Third,57-227-8601,146582.0,937634.0,Automatic,Gold,No Service Record,Valid Until [date],Not Available,"Sunroof, Alloy Wheels, GPS"
Renault,Accord,Highline,Diesel,Needs Replacement,2019.0,Second,34-866-3468,157030.0,251961.0,Automatic (Tiptronic),Red,Full Service History,Valid Until [date],Available,"Alloy Wheels, GPS"
Kia,Cruze,GT,Petrol,Used,2016.0,Second,39-566-3907,37266.0,587089.0,Manual,Red,No Service Record,Valid Until [date],Not Available,"Music System, Alloy Wheels, Leather Seats"
Hyundai,Camry,Highline,CNG,Used,2022.0,Third,16-520-7868,84830.0,692358.0,Manual,Grey,No Service Record,No Current Insurance,Not Available,"Music System, Leather Seats, Alloy Wheels"
Chevrolet,F-150,GT,CNG,Needs Replacement,2016.0,First,35-224-5585,67369.0,334771.0,Automatic (Tiptronic),Blue,Major Service at 138469 km,Valid Until [date],Not Available,Music System
Nissan,Seltos,Highline,Diesel,New,2017.0,Third,30-915-6830,101101.0,978886.0,Manual,White,Major Service at 103748 km,Valid Until [date],Not Available,"Alloy Wheels, Music System"
Kia,Cruze,LE,Diesel,Needs Replacement,2022.0,Second,17-304-5787,87348.0,669611.0,Automatic (Tiptronic),Maroon,No Service Record,Valid Until [date],Not Available,Sunroof
Volkswagen,Kwid,LE,Petrol,New,2016.0,Third,81-881-7881,145521.0,366095.0,Automatic (Tiptronic),Black,Full Service History,No Current Insurance,Not Available,Sunroof
Hyundai,Accord,Highline,Diesel,Needs Replacement,2021.0,Second,28-655-1395,169091.0,388176.0,Manual,Silver,Major Service at 112509 km,No Current Insurance,Available,"GPS, Alloy Wheels, Leather Seats, Music System"
Nissan,Accord,ZXI,Petrol,Needs Replacement,2018.0,Second,95-417-1546,172767.0,976157.0,Manual,Gold,No Service Record,Valid Until [date],Not Available,"Sunroof, GPS, Music System"
Maruti Suzuki,Kwid,EX,Petrol,Used,2019.0,Second,25-852-4501,124626.0,821802.0,Automatic (Tiptronic),Maroon,Major Service at 88407 km,Valid Until [date],Available,"Music System, GPS, Alloy Wheels, Leather Seats"
Renault,Elantra,ZXI,Diesel,Used,2016.0,Second,87-917-9441,25895.0,635946.0,Automatic,Grey,Full Service History,Valid Until [date],Not Available,Sunroof
Renault,Kwid,ZXI,Diesel,Needs Replacement,2019.0,First,25-513-7324,140371.0,784640.0,Manual,Black,Full Service History,Valid Until [date],Available,"Leather Seats, Music System, GPS, Alloy Wheels"
Chevrolet,Seltos,LE,Petrol,Needs Replacement,2019.0,Third,73-478-5372,136502.0,983556.0,Automatic,Grey,Full Service History,Valid Until [date],Not Available,"Leather Seats, GPS, Music System"
Toyota,Accord,SE,Petrol,Needs Replacement,2022.0,Second,14-890-9104,172518.0,487820.0,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Available,"Alloy Wheels, Leather Seats, Sunroof"
Hyundai,Swift,XL,Diesel,Needs Replacement,2017.0,Third,63-474-1040,149026.0,934064.0,Automatic (Tiptronic),Gold,No Service Record,No Current Insurance,Available,"Music System, GPS, Sunroof, Alloy Wheels"
Chevrolet,Swift,EX,Petrol,Used,2015.0,Second,10-363-7251,139180.0,262987.0,Automatic,White,Major Service at 62745 km,No Current Insurance,Not Available,"Alloy Wheels, Music System, GPS, Leather Seats"
Maruti Suzuki,Camry,ZXI,Petrol,Needs Replacement,2016.0,Third,80-629-7633,160656.0,232188.0,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, Music System"
Ford,Kwid,EX,Petrol,Needs Replacement,2022.0,First,86-371-8889,39624.0,441964.0,Automatic,Blue,Major Service at 114468 km,Valid Until [date],Not Available,Music System
Kia,Accord,ZXI,Diesel,Needs Replacement,2019.0,Third,60-387-9679,174305.0,485578.0,Automatic (Tiptronic),Silver,Major Service at 145919 km,Valid Until [date],Available,"Music System, Alloy Wheels, Sunroof"
Renault,Swift,XL,Petrol,New,2021.0,Third,30-938-6411,76771.0,718050.0,Automatic (Tiptronic),Grey,Major Service at 62560 km,Valid Until [date],Available,"GPS, Leather Seats, Sunroof, Alloy Wheels"
Volkswagen,Accord,Highline,Diesel,New,2022.0,First,16-987-3983,34523.0,504721.0,Manual,Black,No Service Record,No Current Insurance,Not Available,Sunroof
Hyundai,Cruze,SL,Diesel,Needs Replacement,2024.0,First,57-991-4618,186767.0,553838.0,Automatic,Blue,No Service Record,Valid Until [date],Available,Music System
Volkswagen,Seltos,XL,CNG,Needs Replacement,2024.0,Third,22-794-6244,52131.0,489694.0,Manual,Maroon,Major Service at 90916 km,No Current Insurance,Available,"GPS, Alloy Wheels, Music System"
Volkswagen,Seltos,LE,Petrol,New,2023.0,Second,82-290-7371,184497.0,948932.0,Automatic,Blue,Major Service at 85510 km,No Current Insurance,Not Available,"Alloy Wheels, Sunroof, Leather Seats"
Renault,Swift,GT,CNG,Used,2018.0,Second,88-217-1567,179924.0,732535.0,Automatic,White,Full Service History,No Current Insurance,Available,Leather Seats
Kia,Swift,EX,Diesel,Used,2016.0,Second,46-360-9565,31921.0,326099.0,Manual,Silver,No Service Record,Valid Until [date],Not Available,Sunroof
Toyota,Polo,EX,Petrol,Needs Replacement,2019.0,Second,69-866-2418,89572.0,278331.0,Automatic,Maroon,No Service Record,Valid Until [date],Not Available,"Sunroof, Alloy Wheels, GPS"
Toyota,Sunny,Highline,CNG,New,2020.0,Second,47-321-7688,168691.0,319859.0,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Available,Music System
Renault,Swift,SL,CNG,Used,2017.0,First,42-294-9352,90746.0,970118.0,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Not Available,Sunroof
Hyundai,Accord,XL,Diesel,New,2017.0,Second,65-519-3175,130392.0,513778.0,Manual,Blue,Major Service at 139593 km,Valid Until [date],Not Available,"Sunroof, Leather Seats, Music System"
Hyundai,Cruze,XL,Petrol,New,2021.0,First,25-249-3680,190984.0,738176.0,Automatic (Tiptronic),Black,Major Service at 73253 km,Valid Until [date],Available,"Music System, Sunroof, GPS, Alloy Wheels"
Maruti Suzuki,Accord,SL,CNG,Needs Replacement,2019.0,Third,81-551-9566,155520.0,419771.0,Manual,Silver,Full Service History,Valid Until [date],Available,"Leather Seats, GPS"
Ford,Polo,SL,Petrol,Needs Replacement,2021.0,First,78-347-1123,193821.0,805184.0,Automatic,Grey,Full Service History,No Current Insurance,Not Available,"GPS, Music System"
Chevrolet,Swift,RXE,CNG,New,2021.0,Second,66-347-8192,156785.0,613496.0,Automatic,Black,Major Service at 144997 km,Valid Until [date],Available,"GPS, Leather Seats, Alloy Wheels, Sunroof"
Ford,Accord,ZXI,Diesel,Needs Replacement,2021.0,Third,27-320-8388,188327.0,556678.0,Manual,Red,Major Service at 50805 km,Valid Until [date],Available,"Alloy Wheels, GPS, Sunroof"
Kia,Elantra,EX,Diesel,New,2021.0,Second,68-967-6481,136831.0,511108.0,Automatic,Black,Full Service History,Valid Until [date],Available,"Music System, Sunroof"
Kia,Camry,GT,CNG,New,2016.0,First,86-638-1327,197656.0,315431.0,Automatic (Tiptronic),Grey,Full Service History,Valid Until [date],Not Available,Music System
Maruti Suzuki,Swift,GT,CNG,New,2020.0,Third,27-919-7009,131730.0,773353.0,Manual,Blue,Major Service at 148780 km,No Current Insurance,Not Available,"GPS, Alloy Wheels, Sunroof"
Toyota,Seltos,LE,Petrol,Used,2018.0,Third,31-966-8816,192199.0,205127.0,Manual,White,Major Service at 141243 km,Valid Until [date],Available,"Leather Seats, Music System"
Volkswagen,Polo,ZXI,Diesel,Needs Replacement,2019.0,Third,44-934-3963,89306.0,492434.0,Manual,Maroon,Major Service at 96888 km,Valid Until [date],Available,"Sunroof, Alloy Wheels, Leather Seats"
Honda,F-150,SL,Petrol,Used,2020.0,Second,55-955-1196,142716.0,698305.0,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Available,"Sunroof, Music System, Alloy Wheels, GPS"
Renault,Cruze,Highline,Diesel,Used,2020.0,First,80-229-4814,91065.0,564769.0,Automatic,Blue,Full Service History,Valid Until [date],Not Available,"Leather Seats, Music System, GPS"
Nissan,Sunny,LE,CNG,Needs Replacement,2020.0,First,75-763-1832,194640.0,547511.0,Automatic (Tiptronic),Grey,Major Service at 66206 km,No Current Insurance,Not Available,"GPS, Leather Seats, Music System"
Maruti Suzuki,Cruze,SE,Diesel,Needs Replacement,2016.0,Second,52-738-1550,26122.0,451762.0,Automatic,Black,Full Service History,Valid Until [date],Not Available,Sunroof
Volkswagen,Elantra,GT,CNG,Used,2015.0,Second,38-206-7589,146429.0,332089.0,Manual,Grey,No Service Record,No Current Insurance,Not Available,"Leather Seats, GPS, Music System"
Renault,Polo,ZXI,CNG,Needs Replacement,2024.0,Second,85-240-2259,39494.0,549947.0,Automatic (Tiptronic),Red,Full Service History,Valid Until [date],Available,"GPS, Sunroof, Leather Seats"
Toyota,Cruze,ZXI,Diesel,Needs Replacement,2019.0,Second,87-989-9941,52950.0,595385.0,Manual,Grey,Full Service History,No Current Insurance,Available,"Alloy Wheels, Sunroof"
Nissan,Accord,ZXI,Petrol,Needs Replacement,2019.0,First,10-781-1560,80276.0,280908.0,Manual,White,Full Service History,Valid Until [date],Not Available,"Sunroof, Leather Seats, Music System"
Renault,Elantra,LE,CNG,Needs Replacement,2020.0,Third,37-382-7347,30512.0,850116.0,Automatic,Gold,Major Service at 118728 km,Valid Until [date],Not Available,"GPS, Music System"
Ford,F-150,RXE,CNG,Used,2020.0,First,48-385-4826,102935.0,758646.0,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Available,"Music System, GPS, Leather Seats"
Kia,Accord,ZXI,CNG,New,2023.0,First,66-521-1450,136962.0,553590.0,Automatic,Grey,Full Service History,Valid Until [date],Available,Sunroof
Ford,Polo,SE,Petrol,New,2019.0,Third,78-171-3111,186929.0,492894.0,Automatic (Tiptronic),Maroon,Major Service at 134846 km,Valid Until [date],Not Available,"Sunroof, Alloy Wheels, Leather Seats, Music System"
Volkswagen,F-150,RXE,CNG,Used,2020.0,First,54-238-2740,108922.0,505375.0,Manual,Red,No Service Record,No Current Insurance,Available,"Alloy Wheels, GPS, Leather Seats"
Honda,Kwid,LE,CNG,Needs Replacement,2017.0,First,33-842-2019,85737.0,941361.0,Automatic,Blue,Major Service at 62246 km,No Current Insurance,Available,"Music System, Sunroof"
